"","Property.Name","Property.Type","Asking","PSF","Built.Year","Model","Developer","Address","District","Bedrooms","Bathrooms","Floor","Area","Tenure","No..of.Units","Facilities","Agent","Furnish","HDB.Town"
"596","One Balmoral","Condominium","$3,530,000","$2,129 psf (Built-up)","2016","Condominium","Hong Leong Holdings Ltd","1 Balmoral Road (259784)","D10 - Tanglin / Holland / Bukit Timah","4",NA,NA,"1,658 sqft (Built-up)","FREEHOLD",NA,"City View | Air Conditioning | Corner Unit | Renovated | Bathtub | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Maidsroom","Koh Li Li",NA,NA
"597","Martin Modern","Condominium","$1,803,355","$2,360 psf (Built-up)","2020","Condominium","Martin Modern Pte Ltd","10 Martin Place (237963)","D9 - Orchard / River Valley","2",NA,NA,"764 sqft (Built-up)","LEASEHOLD/99 years","450","City View | Air Conditioning | Intercom | Cooker Hob/hood | Water Heater | Balcony","Liao Dewei, Daniel",NA,NA
"598","Martin Modern","Condominium","$4,364,019","$2,427 psf (Built-up)","2020","Condominium","Martin Modern Pte Ltd","8 Martin Place (237992)","D9 - Orchard / River Valley","4",NA,NA,"1,798 sqft (Built-up)","LEASEHOLD/99 years","450","City View | Air Conditioning | Intercom | Water Heater | Balcony","Liao Dewei, Daniel",NA,NA
"599","Bayshore Park","Condominium","$820,000","$1,104 psf (Built-up)","1986","Condominium","Ocean Front Pte Ltd","66 Bayshore Road (469985)","D16 - Bedok / Upper East Coast","1","1",NA,"743 sqft (Built-up)","LEASEHOLD/99 years","1093","Fitness Area | Tennis Court | Gymnasium | Squash Court | Car Park | Barbecue Area | Swimming Pool | Securities | Play Ground | Club House | Renovated | Air Conditioning | Intercom | Water Heater | Flooring For Living/dining | Flooring For Bedroom | Balcony | Outdoor Patio","Monica Chua","Partially Furnished",NA
"600","Sims Urban Oasis","Condominium","$1,350,000","$1,364 psf (Built-up)","2017","Condominium","Sims Urban Oasis Pte Ltd","4 Sims Drive (387387)","D14 - Eunos / Geylang / Paya Lebar","4",NA,"HIGH","990 sqft (Built-up)","LEASEHOLD/99 years","1024","Corner Unit | Air Conditioning | Intercom | Water Heater | Cooker Hob/hood | Balcony","Jaslyn Kee","Partially Furnished",NA
"601","Highline Residences","Condominium","$2,100,000","$1,625 psf (Built-up)",NA,"Condominium","Harvestland Development Pte Ltd","1 Kim Tian Road (169280)","D3 - Alexandra / Commonwealth","4","3",NA,"1,292 sqft (Built-up)","LEASEHOLD/99 years","500","Gymnasium | Barbeque Pavilion | Planters For Community Farming | Picnic Lawn | Aqua Deck | Children's Playground | Outdoor Fitness Stations | Olympic-length Grandpool | Sun Deck | Cocoon Day Beds | Warm-up Deck | Aqua Spring | Reading Loft | Communal Function Rooms | Green Prisms | Fitness Pavilion | Leisure Pool | Pool Deck | Art Lounge | Reflexology Walk | Gym Lounge | Swing Garden | Arrival Plaza With Drop-off Areas | Party Lawn | Reflective Water Features | Butterfly Garden | Garden Deck | Children's Pool | Dreamcatcher Garden | Fern Alcove | Terrace Garden | Viewing Deck | Water Feature | Clubhouse With Concierge, Reading Lounge | Spice Garden | Water Courtyards | Pavilion Area | Water Cascade | Guard House | Spa Pods | Maze Garden | Pool Pavilion | Swimming Pool View | City View | Corner Unit | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Maidsroom | Walk-in-wardrobe","Jaslyn Kee","Partially Furnished",NA
"602","Yishun Street 61","HDB 4 Rooms","$380,000","$343 psf (Built-up)",NA,"Model A",NA,"630 Yishun Street 61 (760630)",NA,"3","2","MID","103 sqm (Built-up)","LEASEHOLD/99 years",NA,"Park/greenery View | Corner Unit | Air Conditioning | Air Conditioning | Water Heater","Sean Lim","Partially Furnished","Yishun"
"603","Woodlands Street 13","HDB 4 Rooms","$380,000","$388 psf (Built-up)","1985","New Generation",NA,"172 Woodlands Street 13 (730172)",NA,"3","2","HIGH","91 sqm (Built-up)","LEASEHOLD/99 years",NA,"City View | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater","Worthy Tan",NA,"Woodlands"
"604","Bukit Batok West Avenue 6","HDB 3 Rooms","$278,000","$380 psf (Built-up)","1984","New Generation",NA,"134 Bukit Batok West Avenue 6 (650134)",NA,"2","2","MID","68 sqm (Built-up)","LEASEHOLD/99 years",NA,"Air Conditioning | Water Heater | Cooker Hob/hood","Ben Lim","Partially Furnished","Bukit Batok"
"605","Belle Vue (Enbloc)","Condominium","$7,900,000","$1,631 psf (Built-up)","2010","Condominium","Winquest Investment Pte Ltd","27 Oxley Walk (238596)","D9 - Orchard / River Valley","4+1","4","PENTHOUSE","4,844 sqft (Built-up)","FREEHOLD","176","City View | Renovated | Swimming Pool View | Park/greenery View | Air Conditioning | Bathtub | Intercom | Water Heater | Cooker Hob/hood | Jacuzzi | Balcony | Maidsroom | Roof Terrace | Bombshelter | Outdoor Patio | Terrace | Private Garden","Roger Kee","Fully Furnished",NA
"606","The Bale","Apartment","$1,350,000","$1,119 psf (Built-up)","2008","Apartment","Hoi Hup J.V. Development Pte Ltd","8 Lorong H Telok Kurau (425991)","D15 - East Coast / Marine Parade","3",NA,NA,"1,206 sqft (Built-up)","FREEHOLD","36","Jacuzzi | Swimming Pool | Securities | Barbecue Area | Wadpool | Car Park | Gymnasium | Swimming Pool View | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Intercom | Bathtub | Flooring For Bedroom | Wardrobe | Kitchen | Air-conditioning | Flooring For Living/dining | Balcony | Bombshelter","Shirley Ong",NA,NA
"607","Oleander Towers","Apartment","$1,000,000","$1,161 psf (Built-up)",NA,"Apartment","Winprime Investment Pte Ltd (Wing Tai)","913 Lorong 1 Toa Payoh (319772)","D12 - Balestier / Toa Payoh","2","2","LOW","861 sqft (Built-up)","LEASEHOLD/99 years","318","Car Park | Tennis Court | Swimming Pool | Gymnasium | Club House | Fitness Area | Multi Purpose Hall | Jacuzzi | Play Ground | Barbecue Area | Wadpool | Securities | Renovated | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Kitchen | Wardrobe | Flooring For Bedroom | Flooring For Living/dining | Air-conditioning","Ryan Tan E H","Fully Furnished",NA
"608","Pasir Ris Street 72","HDB Executive","$668,000","$419 psf (Built-up)","1996","Executive Apartment",NA,"715 Pasir Ris Street 72 (510715)",NA,"4","2","HIGH","148 sqm (Built-up)","LEASEHOLD/99 years",NA,"Sea View | Park/greenery View | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Jacuzzi | Bathtub | Balcony","Rachel Bor",NA,"Pasir Ris"
"609","Shelford Road","Terrace","$5,600,000","$2,972 psf (Land) /$1,217 psf (Built-up)","2015","Inter Terrace",NA,"Shelford Road","D11 - Newton / Novena","5","6",NA,"1,884 sqft (Land) / 4,600 sqft (Built-up)","FREEHOLD",NA,"Renovated | City View | Air Conditioning | Bathtub | Intercom | Air Conditioning | Water Heater | Bombshelter | Balcony | Walk-in-wardrobe | Terrace | Roof Terrace","Candice Tan","Partially Furnished",NA
"610","Thomson Garden Estate","Terrace","$2,998,888","$1,241 psf (Land) /$1,333 psf (Built-up)","2001","Corner Terrace",NA,"Sin Ming Road","D20 - Ang Mo Kio / Bishan / Thomson","5","3",NA,"2,415 sqft (Land) / 2,250 sqft (Built-up)","FREEHOLD","500","Corner Unit | Air Conditioning | Cooker Hob/hood | Air Conditioning | Water Heater | Private Garden","Jerry Low","Partially Furnished",NA
"611","Fernvale Road","HDB 4 Rooms","$488,000","$477 psf (Built-up)","2012","Model A",NA,"445A Fernvale Road (791445)",NA,"3","2","HIGH","95 sqm (Built-up)","LEASEHOLD/99 years",NA,"City View | Air Conditioning | Water Heater | Cooker Hob/hood | Bombshelter","Irene Zeng","Partially Furnished","Sengkang"
"612","Anchorvale Drive","HDB 5 Rooms","$499,000","$421 psf (Built-up)","2002","Improved",NA,"321A Anchorvale Drive (541321)",NA,"3",NA,NA,"110 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Air Conditioning | Water Heater | Cooker Hob/hood | Bombshelter","Ng Ping Ping",NA,"Sengkang"
"613","Martin Modern","Condominium","$1,886,000","$2,300 psf (Built-up)","2020","Condominium","Martin Modern Pte Ltd","10 Martin Place (237963)","D9 - Orchard / River Valley","2",NA,NA,"820 sqft (Built-up)","LEASEHOLD/99 years","450","Air Conditioning | Water Heater","Don Ng Y M",NA,NA
"614","New Futura","Condominium","View to offer",NA,NA,"Condominium","City Developments Limited","18 Leonie Hill Road (239199)","D9 - Orchard / River Valley","2",NA,NA,"1,098 sqft (Built-up)","FREEHOLD","124","Air Conditioning | Water Heater","Don Ng Y M",NA,NA
"615","Marina One Residences","Apartment","$3,558,180","$2,312 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","3",NA,NA,"1,539 sqft (Built-up)","LEASEHOLD/99 years","1042","Water Heater | Air Conditioning","Don Ng Y M",NA,NA
"616","Wallich Residence At Tanjong Pagar Centre","Apartment","$2,082,500","$3,392 psf (Built-up)","2017","Apartment","Perfect Eagle Pte Ltd","3 Wallich Street (078882)","D2 - Chinatown / Tanjong Pagar","1",NA,NA,"614 sqft (Built-up)","LEASEHOLD/99 years","181","Air Conditioning | Water Heater","Don Ng Y M",NA,NA
"617","Tiong Bahru Estate","Apartment","$1,850,000","$1,481 psf (Built-up)",NA,"Walk-up Apt",NA,"Yong Siak Street","D3 - Alexandra / Commonwealth","3","1","LOW","1,249 sqft (Built-up)","FREEHOLD",NA,"Corner Unit | Renovated | Air Conditioning | Outdoor Patio","Terrance Wong","Not Furnished",NA
"618","Bishan Street 24","HDB 4 Rooms","$530,000","$460 psf (Built-up)","1992","Model A",NA,"265 Bishan Street 24 (570265)",NA,"3","2","GROUND","107 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Park/greenery View | Walk-in-wardrobe","Jacqueline Tan Hwee Suang  @  Tan Xiang","Partially Furnished","Bishan"
"619","Kingsford Waterbay","Apartment","$1,049,180","$1,016 psf (Built-up)","2018","Apartment","Kingsford Property Development Pte Ltd","76 Upper Serangoon View (533880)","D19 - Hougang / Punggol / Sengkang","4","2",NA,"1,033 sqft (Built-up)","LEASEHOLD/99 years","1165","Swimming Pool View | Renovated | Park/greenery View | Original Condition | City View | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Garage","Jaeson Lin","Partially Furnished",NA
"620","Kingsford Waterbay","Apartment","$1,424,880","$1,051 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","76 Upper Serangoon View (533880)","D19 - Hougang / Punggol / Sengkang","5","4",NA,"1,356 sqft (Built-up)","LEASEHOLD/99 years","1165","Renovated | Park/greenery View | Sea View | City View | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Maidsroom | Garage","Jaeson Lin","Partially Furnished",NA
"621","Kingsford Waterbay","Apartment","$1,424,880","$1,051 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","76 Upper Serangoon View (533880)","D19 - Hougang / Punggol / Sengkang","5","4",NA,"1,356 sqft (Built-up)","LEASEHOLD/99 years","1165","Renovated | Park/greenery View | Sea View | City View | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony | Maidsroom | Garage","Jaeson Lin","Partially Furnished",NA
"622","Kingsford Waterbay","Apartment","$880,000","$1,035 psf (Built-up)",NA,"Apartment","Kingsford Property Development Pte Ltd","78 Upper Serangoon View (533879)","D19 - Hougang / Punggol / Sengkang","3","3",NA,"850 sqft (Built-up)","LEASEHOLD/99 years","1165","Swimming Pool View | Renovated | Sea View | Original Condition | Corner Unit | Air Conditioning | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Jaeson Lin","Partially Furnished",NA
"623","The Gardens At Bishan","Condominium","$899,000","$949 psf (Built-up)","2004","Condominium","First Garden Development Pte Ltd (FCC)","1 Sin Ming Walk (575574)","D20 - Ang Mo Kio / Bishan / Thomson","1","1","GROUND","947 sqft (Built-up)","LEASEHOLD/99 years","756","Renovated | Corner Unit | Air Conditioning | Water Heater | Outdoor Patio","Sherry Tan","Not Furnished",NA
"624","Jurong East Street 21","HDB Executive","$750,000","$484 psf (Built-up)","1998","Executive Apartment",NA,"287C Jurong East Street 21 (603287)",NA,"3+1","2","HIGH","144 sqm (Built-up)","LEASEHOLD/99 years",NA,"City View | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Lua Chong Teck","Partially Furnished","Jurong East"
"625","Kim Tian Road","HDB 2 Rooms","$400,000","$791 psf (Built-up)","2013",NA,NA,"127C Kim Tian Road (163127)",NA,"1",NA,NA,"47 sqm (Built-up)","LEASEHOLD/99 years",NA,"Corner Unit | Renovated | Park/greenery View | City View | Air Conditioning | Water Heater | Cooker Hob/hood","Suffian Sulaiman",NA,"Bukit Merah"
"626","Sembawang Hills Estate","Terrace","$3,180,000","$1,093 psf (Land) /$1,767 psf (Built-up)","1960","Corner Terrace","BUKI SEMABWANG ESTATES LIMITED","Jalan Chempedak","D20 - Ang Mo Kio / Bishan / Thomson","3","2",NA,"2,909 sqft (Land) / 1,800 sqft (Built-up)","FREEHOLD","600","Corner Unit | Park/greenery View | Original Condition","Ivan @  Ivan","Not Furnished",NA
"627","Marina One Residences","Apartment","$2,550,750","$2,257 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2","2","HIGH","1,130 sqft (Built-up)","LEASEHOLD/99 years","1042","Swimming Pool View | Park/greenery View | Intercom | Cooker Hob/hood | Air Conditioning | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
"628","Marina One Residences","Apartment","$2,594,450","$2,319 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","2","2","HIGH","1,119 sqft (Built-up)","LEASEHOLD/99 years","1042","Corner Unit | Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Joshua Koh","Partially Furnished",NA
"629","Symphony Suites","Condominium","$1,000,000","$1,093 psf (Built-up)",NA,"Condominium","EL Development (Yishun) Pte Ltd","19 Yishun Close (768013)","D27 - Sembawang / Yishun","3","3","HIGH","915 sqft (Built-up)","LEASEHOLD/99 years","660","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater","Joshua Koh",NA,NA
"630","Marina One Residences","Apartment","$3,577,710","$2,325 psf (Built-up)","2017","Apartment","MS Residential1 Pte Ltd/MS Residential 2 Pte Ltd/Ms Commercial Pte Ltd","21 Marina Way (018978)","D1 - Boat Quay / Raffles Place / Marina","3","3","HIGH","1,539 sqft (Built-up)","LEASEHOLD/99 years","1042","Swimming Pool View | Park/greenery View | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
"631","The Wisteria","Apartment","$1,162,000","$991 psf (Built-up)","2019","Apartment","Northern Resi Pte. Ltd., Northern Retail Pte. Ltd.","596 Yishun Ring Road (768697)","D27 - Sembawang / Yishun","4+1","3","HIGH","1,173 sqft (Built-up)","LEASEHOLD/99 years","216","Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"632","Commonwealth Towers","Condominium","$1,620,000","$1,506 psf (Built-up)","2019","Condominium","Wealthall Development Pte. Ltd.","232 Commonwealth Avenue (149740)","D3 - Alexandra / Commonwealth","3","2","HIGH","1,076 sqft (Built-up)","LEASEHOLD/99 years","845","Spa Pavilions With Jacuzzi | Private Dining Pavilion | Bin Centre | Gym | Substation | Covered Linkway To Bus Stop | 50M Lap Pool With Sun Deck | Guard House | Hydrotherapy Pool With Aqua Gym | Lifestyle Pool | Cabana With Jacuzzi | Bbq Pavilions | Arrival Court | Outdoor Fitness Area | Tennis Court | Entry Court | Sky Terrace | Relaxation Pavilion | Exit From Carpark | Water Court | Pool Decks | Side Gate | Entry To Carpark | Children's Party Area | Clubhouse | Corner Unit | Renovated | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
"633","6 Derbyshire","Condominium","$1,760,911","$2,124 psf (Built-up)","2017","Condominium","Fantasia (Novena) Pte Ltd","6 Derbyshire Road (309462)","D11 - Newton / Novena","2","1","HIGH","829 sqft (Built-up)","FREEHOLD","168","Children Playground | Simming Pool | Reflective Pool | Community Sky Garden | Pavilion | Gymnasium | Bbq Pits | Spa Pool | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"634","Forte Suites","Apartment","$1,217,900","$1,952 psf (Built-up)","2016","Apartment","Forte Development Pte. Ltd.","88 Mergui Road (219062)","D8 - Farrer Park / Serangoon Rd","3","2","HIGH","624 sqft (Built-up)","FREEHOLD","106","Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
"635","Forte Suites","Apartment","$1,126,000","$1,867 psf (Built-up)","2016","Apartment","Forte Development Pte. Ltd.","88 Mergui Road (219062)","D8 - Farrer Park / Serangoon Rd","2","1","HIGH","603 sqft (Built-up)","FREEHOLD","106","Air Conditioning | Water Heater | Cooker Hob/hood | Balcony","Joshua Koh","Not Furnished",NA
"636","Commonwealth Towers","Condominium","$1,328,000","$1,897 psf (Built-up)",NA,"Condominium","Wealthall Development Pte. Ltd.","232 Commonwealth Avenue (149740)","D3 - Alexandra / Commonwealth","2","1","HIGH","700 sqft (Built-up)","LEASEHOLD/99 years","845","Spa Pavilions With Jacuzzi | Substation | Tennis Court | Entry To Carpark | Sky Terrace | Lifestyle Pool | Water Court | Bbq Pavilions | 50M Lap Pool With Sun Deck | Outdoor Fitness Area | Entry Court | Children's Party Area | Relaxation Pavilion | Covered Linkway To Bus Stop | Gym | Pool Decks | Clubhouse | Side Gate | Arrival Court | Guard House | Cabana With Jacuzzi | Bin Centre | Hydrotherapy Pool With Aqua Gym | Exit From Carpark | Private Dining Pavilion | Cooker Hob/hood | Water Heater | Air Conditioning | Balcony","Joshua Koh","Not Furnished",NA
"637","Northwave","Condominium","$686,100","$768 psf (Built-up)",NA,"Condominium","Hao Yuan (Woodlands) Pte Ltd","109 Woodlands View (737712)","D25 - Admiralty / Woodlands","3","3","HIGH","893 sqft (Built-up)","LEASEHOLD/99 years","358","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Not Furnished",NA
"638","Sturdee Residences","Condominium","$1,325,800","$1,400 psf (Built-up)",NA,"Condominium","SL Capital (1) Pte Ltd","10 Beatty Road (209955)","D8 - Farrer Park / Serangoon Rd","3","2","HIGH","947 sqft (Built-up)","LEASEHOLD/99 years","305","Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
"639","Bellewoods","Condominium","$1,088,000","$688 psf (Built-up)","2020","Executive Condominium","Qingjian Realty (Woodlands) Pte Ltd","118 Woodlands Avenue 5 (739019)","D25 - Admiralty / Woodlands","3","3","HIGH","1,582 sqft (Built-up)","LEASEHOLD/99 years","561","Corner Unit | Air Conditioning | Cooker Hob/hood | Water Heater | Balcony","Joshua Koh","Partially Furnished",NA
